,PID,BAI,PARCELID,PROPLOC,SUBDIV,LAND_ASSESS,IMPROV_ASSESS,TOTAL_ASSESS,CITY,STATE,ZIP,SALE_DATE,SALE_PRICE,IMPROVE_VACANT,DEED,YR_BUILT,STYLE,GRADE,ROOF_STRUCT,ROOF_COVER,EXT_WALLCOV,HEAT_FUEL,AC_TYPE,INT_FLOOR,NUM_BED,NUM_BATH,LIVING_SQFT,ACRES,ZONING,UTILITIES,STREET_QUALITY
79,80,86,K10-3083-2818,8040 QUINTON CIR ,QUINTON ESTATES,56100,233100,289200,QUINTON,VA,23141,2009-05-20 00:00:00,180000.0,I,,1994.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Vinyl,3.0,2.0,1456.0,0.6,R1,"Public Water,Septic,Electric",Paved
80,81,87,K10-3176-2893,8045 QUINTON CIR ,QUINTON ESTATES,65600,177500,243100,MECHANICSVILLE,VA,23111,2008-07-07 00:00:00,168000.0,I,,1996.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1200.0,0.83,R1,"Public Water,Septic,Electric",Paved
81,82,88,K10-3310-2791,8039 QUINTON CIR ,QUINTON ESTATES,52800,310300,363100,QUINTON,VA,23141,2020-06-02 00:00:00,0.0,I,,1996.0,Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,4.0,3.0,1764.0,0.51,R1,"Public Water,Septic,Electric",Paved
82,83,89,K10-3276-2591,5900 QUINTON ESTATES DR ,QUINTON ESTATES,56800,198600,255400,QUINTON,VA,23141,2001-02-16 00:00:00,122000.0,I,,1993.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1200.0,0.62,R1,"Public Water,Septic,Electric",Paved
83,84,90,K10-3420-2602,5910 QUINTON ESTATES DR ,QUINTON ESTATES,53900,181400,235300,QUINTON,VA,23141,1993-02-01 00:00:00,18000.0,,,1993.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1293.0,0.54,R1,"Public Water,Septic,Electric",Paved
84,85,91,K10-3596-2634,5811 PLASTER LN ,QUINTON ESTATES,56800,232300,289100,QUINTON,VA,23141,2008-03-14 00:00:00,220000.0,I,,1994.0,Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1352.0,0.62,R1,"Public Water,Septic,Electric",Paved
85,86,92,K10-3529-2730,5809 PLASTER LN ,QUINTON ESTATES,50400,195700,246100,QUINTON,VA,23141,2004-04-26 00:00:00,149950.0,I,,1992.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Vinyl,3.0,2.0,1196.0,0.46,R1,"Public Water,Septic,Electric",Paved
86,87,93,K10-3473-2817,5805 PLASTER LN ,QUINTON ESTATES,50400,178100,228500,QUINTON,VA,23141,2012-05-25 00:00:00,,I,,1994.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1200.0,0.46,R1,"Public Water,Septic,Electric",Paved
87,88,94,K10-3416-2901,5801 PLASTER LN ,QUINTON ESTATES,50400,258900,309300,QUINTON,VA,23141,2002-10-01 00:00:00,141950.0,,,1992.0,Ranch,C++,Gable,Dimen Shingle,Brick,Electric,Heat Pump,Carpet,3.0,2.0,1404.0,0.46,R1,"Public Water,Septic,Electric",Paved
88,89,95,K10-3362-2986,5719 PLASTER LN ,QUINTON ESTATES,50400,225200,275600,QUINTON,VA,23141,2008-07-01 00:00:00,209000.0,I,,1993.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1352.0,0.46,R1,"Public Water,Septic,Electric",Paved
89,90,96,K10-3307-3073,5713 PLASTER LN ,QUINTON ESTATES,50900,199600,250500,QUINTON,VA,23141,1992-05-01 00:00:00,77800.0,,,1992.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1382.0,0.47,R1,"Public Water,Septic,Electric",Paved
90,91,97,K10-3237-3155,5709 PLASTER LN ,QUINTON ESTATES,50400,175000,225400,QUINTON,VA,23141,2005-03-31 00:00:00,,I,,1993.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1200.0,0.46,R1,"Public Water,Septic,Electric",Paved
91,92,98,K10-3178-3215,5705 PLASTER LN ,QUINTON ESTATES,50400,219000,269400,QUINTON,VA,23141,1992-10-01 00:00:00,93700.0,,,1992.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Heat Pump,Carpet,3.0,2.0,1368.0,0.46,R1,"PW / Septic,Electric",Paved
92,93,99,K10-3063-3230,8023 EDDIE LN ,QUINTON ESTATES,56800,214300,271100,QUINTON,VA,23141,2007-12-12 00:00:00,,I,,1992.0,Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1188.0,0.62,R1,"Public Water,Septic,Electric",Paved
93,94,100,J06-1632-3112,3005 WILFORD DR ,FIVE LAKES,56700,322900,379600,QUINTON,VA,23141,2016-08-10 00:00:00,299950.0,I,NEW CONSTRUCTION,2016.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,4.0,3.0,2681.0,0.87,R1,,Paved
94,96,102,J06-1922-2901,0 CLUB DR ,FIVE LAKES,40000,0,40000,MECHANICSVILLE,VA,23116,2017-06-30 00:00:00,4000.0,V,PROPERTY NOT MARKETED,0.0,,,,,,,,,,,0.0,0.46,R1,,Paved
95,97,103,J06-1759-2715,7301 CLUB DR ,FIVE LAKES,79600,149900,229500,QUINTON,VA,23141,2021-02-10 00:00:00,230000.0,I,,1988.0,Contemporary,C--,Gable,Dimen Shingle,Cedar,Electric,Heat Pump,Carpet,4.0,2.0,1844.0,0.45,R1,"Public Water,Septic,Electric",Paved
96,98,104,B23-3532-4286,919 RIVERSIDE DR ,CHICKAHOMINY SHORES,59400,195400,254800,LANEXA,VA,23089,2017-01-27 00:00:00,0.0,I,DEED OF CONTRIBUTION; NO CONSIDERATION,1968.0,Ranch,C,Gable,Comp Shingle,Brick,Electric,Central,Concrete,2.0,1.0,1746.0,0.34,R1,"Well/Septic,Electric",Paved
97,99,105,B23-3539-4182,911 RIVERSIDE DR ,CHICKAHOMINY SHORES,59900,199600,259500,LANEXA,VA,23089,2019-06-05 00:00:00,225000.0,I,TM# INCORRECT ON DEED,2002.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1426.0,0.37,R1,"Well,Septic,Electric",Paved
98,100,106,B23-3350-4489,1010 RIVERSIDE DR ,CHICKAHOMINY SHORES,62100,99900,162000,LANEXA,VA,23089,2015-03-09 00:00:00,100000.0,I,,1968.0,Modular 1995 & Older,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,1.0,920.0,0.35,R1,"Well/Septic,Electric",Paved
99,101,107,K12-1660-3237,8020 GEO W WATKINS RD ,ADJ CHRISTIAN,59600,167200,226800,QUINTON,VA,23141,2020-09-08 00:00:00,0.0,I,,2005.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Laminate,3.0,2.0,1246.0,1.0,A1,"Well/Septic,Electric",Paved
100,102,108,K22-2751-3983,13300 COOKS MILL RD ,ADJ PATTERSON,69900,3500,73400,LANEXA,VA,23089,,0.0,V,,0.0,Mobile Home,C,Gable,Metal,Aluminum Sidin,Oil,Unit/AC,Carpet,2.0,1.0,720.0,2.33,A1,"Well,Septic,Electric",Paved
101,103,109,K16-2712-1619,POINDEXTER RD,ADJ BASSETT,72800,0,72800,BLACKSBURG,VA,24060,1992-02-01 00:00:00,0.0,,,0.0,,,,,,,,,,,0.0,2.53,A1,,
102,104,110,K16-2669-2009,7840 POINDEXTER RD,ADJ BASSETT,66300,0,66300,BLACKSBURG,VA,24060,2003-01-16 00:00:00,,I,,0.0,,,,,,,,,,,0.0,1.46,A1,,
103,105,111,L20-2661-0485,8400 CUMBERLAND RD ,ADJ CUMBERLAND,81600,186100,267700,PHILADELPHIA,PA,19138,2020-05-18 00:00:00,0.0,I,DEED OF CONFIRMATION & DISTRIBUTION,1979.0,Ranch,C,Gable,Comp Shingle,Wood Siding,Electric,Central,Carpet,3.0,1.0,1492.0,4.0,A1,"Well,Septic,Electric",Paved
104,106,112,K20-3259-4958,8300 CUMBERLAND RD ,ADJ ROBERT ABRAMS SR,64200,59500,123700,NEW KENT,VA,23124,2011-11-04 00:00:00,,I,,1940.0,Cottage,C,Gable,Metal,Asbest Shingle,Oil,Unit/AC,Pine,2.0,1.0,1028.0,1.03,A1,"Well,Septic,Electric",Paved
105,107,113,K20-3273-4572,8260 CUMBERLAND RD ,ADJ CUMBERLAND,75700,217100,292800,NEW KENT,VA,23124,,8000.0,,,1984.0,Tri-Level,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,1.0,1704.0,3.02,A1,"Well,Septic,Electric",Paved
106,108,114,J27-3949-0535,16701 NEW KENT HWY ,ON RT 249,78600,259300,337900,LANEXA,VA,23089,2014-10-10 00:00:00,118000.0,I,FORECLOSURE RESALE,1985.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,4.0,2288.0,2.28,A1,"Well,Septic,Electric",Paved
107,109,115,I25-2721-0569,15190 ELTHAM RD ,ADJ LEWIS BURRELL,460700,150500,611200,NEW KENT,VA,23124,,35000.0,,,2009.0,Office/Garage,C,Gable,Dimensional,Vinyl Siding,Electric,Central,Concrete,,,288.0,6.06,EO,,Dirt
108,110,116,L15-0852-2466,8643 HISTORICAL PATH RD ,PART OF J JONES EST-RT642,97200,213000,310200,NEW KENT,VA,23124,,129400.0,,,1986.0,Modified Ranch,C,Gable,Dimen Shingle,Hardboard,Electric,Central,Hardwood,3.0,2.0,2529.0,5.06,A1,"Well/Septic,Electric",Dirt
109,111,117,I07-1081-4442,6712 FOREST DR ,FIVE LAKES FOREST,80000,222700,302700,QUINTON,VA,23141,2019-02-28 00:00:00,230000.0,I,,1987.0,Modified Ranch,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1524.0,0.46,R1,"Public Water,Septic,Electric",Paved
110,112,118,M11-3589-0698,6550 GRIMM LN ,CLOPTON FOREST,98700,288800,387500,QUINTON,VA,23141,2007-02-28 00:00:00,,I,,1990.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2401.0,10.04,A1,"Well,Septic,Electric",gravel
111,113,119,P11-2034-4764,12350 OLD CHURCH RD ,ADJ ADAMS,75800,109500,185300,NEW KENT,VA,23124,2018-05-07 00:00:00,0.0,I,DEED OF GIFT,1955.0,Cottage,C,Gable,Comp Shingle,Asbest Shingle,Oil,Unit/AC,Heart of Pine,2.0,1.0,952.0,1.850023,A1,"Well/Septic,Electric",Paved
112,114,120,I10-2977-5469,6723 CHERRY RD ,WOODHAVEN SHORES,60000,167500,227500,QUINTON,VA,23141,2003-01-16 00:00:00,98950.0,I,,1981.0,Tri-Level,C,Gable,Comp Shingle,Brick,Electric,Central,Carpet,3.0,2.0,1464.0,4.6e-05,R2,"Public Water,Septic,Electric",gravel
113,115,121,L08-0221-4583,4001 ROSE COTTAGE RD ,ADJ ADAMS,78600,232700,311300,QUINTON,VA,23141,2021-04-23 00:00:00,0.0,I,ROW-VA POWER,1979.0,Ranch,C++,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,1468.0,2.28,A1,"Well/Septic,Electric",Gravel
114,116,122,E15-3569-4418,9021 POCAHONTAS TL ,EXXON STATION,269500,887100,1156600,GLEN ALLEN,VA,23059,2021-12-30 00:00:00,1165000.0,I,,1947.0,Gas/Convenience Store,C--,Flat,Tar & Gravel,Aluminum Sidin,Electric,Central,vinyl,,,2606.0,0.49,BUS,"Well,Septic,Electric",Paved
115,117,123,C25-3402-4694,1820 CARTER RD ,ADJ MEEKINS,69400,46000,115400,MECHANICSVILLE,VA,23116,2006-01-25 00:00:00,25000.0,I,,1963.0,Ranch,E+,Gable,Comp Shingle,Wood Siding,Electric,None,Hardwood,3.0,1.0,1120.0,0.94,A1,"Well/Septic,Electric",Paved
116,118,124,J10-0886-0048,5418 JEFFERSON DR ,WOODHAVEN SHORES,60000,179200,239200,RICHMOND,VA,23225,2021-05-20 00:00:00,0.0,I,WILL BOOK-DORIS JESSIE DOD 2/15/21,1975.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Unit/AC,Carpet,3.0,1.0,1512.0,4.6e-05,R2,"Public Water,Septic,Electric",Paved
117,119,125,Q12-0333-3739,6606 PUTNEYS MILL RD ,ADJ WILLIAMS,124000,189700,313700,NEW KENT,VA,23124,2007-11-15 00:00:00,,I,,2005.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1400.0,3.42,A1,"Electric,Well,Septic",gravel
118,120,126,P06-3567-1534,HOPEWELL RD ,DOBSONS,397000,0,397000,NEW KENT,VA,23124,2002-07-09 00:00:00,125000.0,V,,0.0,,,,,,,,,,,0.0,69.7,A1,,Paved
119,121,127,F16-1493-2223,9211 MINNETREE HILL RD ,WESTVIEW SUBD,72000,165300,237300,PROVIDENCE FORGE,VA,23140,2016-06-30 00:00:00,187500.0,I,,1976.0,Ranch,C,Hip,Comp Shingle,Brick,Electric,Central,Carpet,3.0,2.0,1378.0,1.08,R1,"Well/Septic,Electric",gravel
120,122,128,Q12-2208-1078,6941 WATERLOO RD ,PART OF WATERLOO,228200,70700,298900,NEW KENT,VA,23124,2015-09-24 00:00:00,0.0,V,WILL BOOK; WILLIAM H DOUGLAS PASSED AWAY 02/25/15; 1/6 INTEREST TO BILLIE GAIL DOUGLAS,2020.0,Hunting Shack,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Vinyl,0.0,0.0,950.0,26.26,A1,,Dirt
121,123,129,P11-1325-4670,12401 OLD CHURCH RD ,PT OF WATERLOO RT 606,1083900,179500,1263400,NEW KENT,VA,23124,2007-06-27 00:00:00,,I,,1932.0,Farmhouse,C--,Gable,Metal,Asbest Shingle,Oil,Unit/AC,Tile,3.0,1.0,1804.0,239.980046,A1,"Well,Septic,Electric",Paved
122,124,130,P11-3091-1423,OFF OLD CHURCH RD ,ADJ THOMPSON,117500,0,117500,NEW KENT,VA,23124,2015-09-24 00:00:00,0.0,V,WILL BOOK; WILLIAM H DOUGLAS PASSED AWAY 02/25/15; 1/6 INTEREST TO BILLIE GAIL DOUGLAS,0.0,,,,,,,,,,,0.0,32.4,A1,,No road
123,125,131,Q12-2861-1099,6967 WATERLOO RD ,ADJ ADAMS,118700,156600,275300,NEW KENT,VA,23124,,0.0,,,1976.0,Ranch,C--,Gable,Comp Shingle,Brick,Oil,Central,Hardwood,3.0,1.0,1782.0,1.88,A1,"Well/Septic,Electric",Dirt
124,126,132,P11-3095-4090,12240 OLD CHURCH RD ,RT 606,120000,148100,268100,NEW KENT,VA,23124,2008-04-09 00:00:00,,I,,1965.0,Cottage,C,Gable,Comp Shingle,Vinyl Siding,Oil,Unit/AC,Hardwood,2.0,1.0,672.0,5.5,EO,"Well,Septic,Electric",Paved
125,127,133,C25-3121-4462,1800 CARTER RD ,ADJ ADAMS,76700,96200,172900,LANEXA,VA,23089,2009-07-06 00:00:00,,I,,1967.0,Ranch,D,Gable,Metal,Vinyl Siding,Electric,Central,Laminate,3.0,1.0,1166.0,1.98,A1,"Well,Septic,Electric",Paved
126,128,134,Q12-3001-0979,6961 WATERLOO RD ,PART OF ADAMS,115100,264800,379900,NEW KENT ,VA,23124,2019-05-03 00:00:00,0.0,I,,1999.0,Ranch,C,Gable,Comp Shingle,Brick,Electric,Heat Pump,Hardwood,3.0,3.0,1462.0,1.34,A1,"Well/Septic,Electric",Dirt
127,129,135,Q12-1377-2808,6646 PUTNEYS MILL RD ,ADJ WILLIAMS,178900,217100,396000,NEW KENT,VA,23124,,0.0,V,,1979.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1412.0,2.55,A1,"Well/Septic,Electric",Dirt
128,130,136,F27-1029-1216,3701 HOMESTEAD RD ,PUTMAN POINT,98200,240900,339100,LANEXA,VA,23089,2016-06-20 00:00:00,60000.0,I,PART INTEREST,1993.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1372.0,5.21,A1,"Well,Septic,Electric",Paved
129,131,137,L08-0770-4240,4021 ROSE COTTAGE RD ,ADJ RIVANNA,113800,247600,361400,BARHAMSVILLE,VA,23011,2021-04-16 00:00:00,0.0,I,ROW-VA POWER,1984.0,Ranch,C++,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,2.0,1860.0,7.72,A1,"Well/Septic,Electric",Gravel
130,132,138,J06-1331-3230,7333 SHORELINE DR ,FIVE LAKES,47400,208300,255700,QUINTON,VA,23141,2005-06-24 00:00:00,237100.0,I,,1969.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Heat Pump,Hardwood,3.0,2.0,1869.0,0.52,R1,"Public Water,Septic,Electric",Paved
131,133,139,G16-2104-2868,4830 N COURTHOUSE RD ,ADJ BREENNEMAN,57100,178500,235600,PROVIDENCE FORGE,VA,23140,1999-12-17 00:00:00,110000.0,I,,1968.0,Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,1.0,1659.0,1.0,A1,"Well,Septic,Electric",Paved
132,134,140,J06-2392-0633,3126 BROOK BLVD ,FIVE LAKES,83400,154100,237500,QUINTON,VA,23141 ,2019-03-06 00:00:00,0.0,I,"SURVIVORSHIP-NEAL ADAMS PASSSED
3/6/19",1987.0,Ranch,C,Gable,Comp Shingle,Hardboard,Electric,Heat Pump,Carpet,3.0,2.0,1550.0,0.54,R1,"Public Water,Septic,Electric",Paved
133,135,141,L07-0095-4573,9021 SUMMIT STATION RD ,AT QUINTON,68500,39800,108300,QUINTON,VA,23141,,0.0,V,,1969.0,Cottage,D+,Gable,Comp Shingle,Hardboard,Oil,Unit/AC,Carpet,2.0,1.0,848.0,0.86,A1,"Well/Septic,Electric",Paved
134,136,142,C25-3235-4593,1810 CARTER RD ,ADJ ADAMS,74600,10100,84700,LANEXA,VA,23089,2003-07-14 00:00:00,45000.0,V,,1970.0,Mobile Home,C,Flat,Metal,Aluminum Sidin,None,None,Carpet,0.0,1.0,924.0,1.67,A1,,Paved
135,137,143,C25-3236-4828,1810 CARTER RD ,ADJ ADAMS,62900,23100,86000,LANEXA,VA,23089,2003-07-14 00:00:00,45000.0,V,,2003.0,Detached Garage,C,Gable,Comp Shingle,Vinyl Siding,None,None,Concrete,0.0,0.0,0.0,0.98,A1,,Paved
136,138,144,O08-0538-2363,CONTINENTAL RD ,ADJ CHRISTIAN,500,0,500,RICHMOND,VA,23221,2015-09-30 00:00:00,0.0,V,DEANNA & LEROY ADCOCK PASSED AWAY; NO WAY OR LIST OF HEIRS RECORDED AS OF 09/30/15,0.0,,,,,,,,,,,0.0,0.17,A1,,Paved
137,139,145,M13-3506-2654,9541 OLD CHURCH RD ,ADJ ADKINS,70100,136800,206900,NEW KENT ,VA,23124,2017-04-17 00:00:00,164950.0,I,,1977.0,Ranch,C+,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,1.0,1040.0,1.0,A1,"Well,Septic,Electric",Paved
138,140,146,M13-3584-2470,OLD CHURCH RD ,ADJ RICHMOND JEFFERSON,70600,0,70600,MECHANICSVILLE,VA,23116,2015-11-25 00:00:00,110000.0,V,"INC 11-19, 11-19A & 11-1-B",0.0,,,,,,,,,,,0.0,2.94,A1,,Paved
139,141,147,K06-0117-0915,2723 WALNUT DR ,BROOKWOOD MANOR,50200,142100,192300,QUINTON,VA,23141,,0.0,,,1984.0,Tri-Level,C,Gable,Comp Shingle,Vinyl Siding,Electric,Unit/AC,Carpet,3.0,2.0,1510.0,0.46,R1,"Well/Septic,Electric",Paved
140,142,148,K05-3957-1022,2647 WALNUT DR ,BROOKWOOD MANOR,50200,297500,347700,QUINTON,VA,23141,1985-08-29 00:00:00,66000.0,I,,1980.0,Cape Cod,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,3.0,2287.0,0.46,R1,"Well/Septic,Electric",Paved
141,143,149,I10-0156-2996,6326 MAPLE RD ,WOODHAVEN SHORES,60000,111400,171400,QUINTON,VA,23141,,0.0,,,1978.0,Ranch,C,Gable,Comp Shingle,Hardboard,Electric,Unit/AC,Carpet,3.0,1.0,1092.0,4.6e-05,R2,"Public Water,Septic,Electric",Paved
142,144,150,E17-0296-3552,9701 CARRIAGE RD ,ADJ MILDRED UPP,29900,216400,246300,PROVIDENCE FORGE,VA,23140,2018-11-14 00:00:00,0.0,I,,1956.0,Modified Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,2.0,2.0,1742.0,1.2,A1,"Well,Septic,Electric",Paved
143,145,151,G11-2005-2170,6200 E EAST VILLAGE RD ,ADJ CRUMP,74200,5800,80000,RICHMOND,VA,23234,2003-01-23 00:00:00,,I,,1940.0,Cottage,D-,Gable,Comp Shingle,Asbest Shingle,Oil,None,Pine,2.0,1.0,560.0,1.6,A1,"Well,Septic,Electric",gravel
144,146,152,E20-1487-2607,3120 MT PLEASANT RD ,ADJ ADKINS,65200,171100,236300,PROVIDENCE FORGE,VA,23140,,0.0,,,1977.0,Ranch,C,Gable,Comp Shingle,Aluminum Sidin,Electric,Central,Carpet,3.0,2.0,1378.0,1.28,A1,"Well,Septic,Electric",Paved
145,147,153,G16-1647-0427,4440 N COURTHOUSE RD ,ADJ BRENNEMAN RT 608,65500,142800,208300,PROVIDENCE FORGE,VA,23140,,0.0,V,,1940.0,Farmhouse,C--,Gable,Comp Shingle,Vinyl Siding,Oil,Unit/AC,Heart of Pine,4.0,2.0,1836.0,1.33,A1,"Well,Septic,Electric",Paved
146,148,154,E20-1619-2331,11901 INDIAN HILL LN ,ADJ WILLIAMS,66400,123000,189400,PROVIDENCE FORGE,VA,23140,,0.0,V,,1983.0,Modular 1995 & Older,C,Gable,Comp Shingle,Aluminum Sidin,Electric,Central,Carpet,3.0,2.0,1336.0,1.48,A1,"Well,Septic,Electric",Paved
147,149,155,G11-0729-2280,6010 SOUTH GARDEN RD ,ADJ E CRUMP,86100,123000,209100,PROVIDENCE FORGE,VA,23140,2015-07-31 00:00:00,5000.0,I,BOUNDARY LINE ADJ WITH 31-16B,1950.0,Ranch,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Heart of Pine,3.0,1.0,1024.0,3.42,A1,"Well,Septic,Electric",Paved
148,150,156,K09-4084-0718,7600 AIRPORT RD ,LIPSCOMB SUBD LOT 1,74000,73300,147300,QUINTON,VA,23141,,0.0,,,1973.0,Modular 1995 & Older,C--,Gable,Comp Shingle,Brick,Electric,Unit/AC,Carpet,3.0,1.0,984.0,1.05,A1,"Public Water,Septic,Electric",Paved
149,151,157,F13-1527-2557,7401 POCAHONTAS TL ,ADJ JEFFERSON RT 60,89500,9100,98600,RICHMOND,VA,23231,2008-12-15 00:00:00,,I,,1975.0,Mobile Home,C,Flat,Metal,Aluminum Sidin,None,None,Carpet,2.0,2.0,792.0,5.3,A1,"Well,Septic,Electric",Paved
150,152,158,L27-2365-2754,EARLY SETTLERS RD ,LIPPOLDS,159700,11200,170900,PROVIDENCE FORGE,VA,23140,2014-09-30 00:00:00,60000.0,V,FAMILY SALE,0.0,,,,,,,,,,,0.0,0.73,R2,"Well,Septic,Electric",Dirt
151,153,159,E20-2468-1860,3031 MT PLEASANT RD ,ADJ ROBERTS,97100,320200,417300,PROVIDENCE FORGE,VA,23140,2019-04-22 00:00:00,0.0,I,DOMINON EASEMENT,2013.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,2576.0,6.56,A1,"Well,Septic,Electric",No road
152,154,160,H14-3817-1428,8351 RUMLEYS LN ,ADJ CHRISTIAN,49100,194900,244000,PROVIDENCE FORGE,VA,23140,2020-11-18 00:00:00,125000.0,I,,1982.0,Modular 1995 & Older,C,Gable,Dimen Shingle,Vinyl Siding,Gas/Elec,Central,Hardwood,3.0,2.0,1614.0,2.62,A1,"Well,Septic,Electric",gravel
153,155,161,M13-3778-1925,9481 OLD CHURCH RD ,ADJ R JEFFERSON,56900,56600,113500,QUINTON,VA,23141,,0.0,V,,1957.0,Cottage,C,Gable,Comp Shingle,Aluminum Sidin,Oil,Unit/AC,Heart of Pine,3.0,1.0,872.0,0.44,A1,"Well/Septic,Electric",Paved
154,156,162,M13-3685-1988,9487 OLD CHURCH RD ,ON RT 606,61000,72000,133000,NEW KENT,VA,23124,,0.0,,,1989.0,Cottage,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Unit/AC,Carpet,3.0,1.0,896.0,0.56,A1,"Well/Septic,Electric",Paved
155,157,163,M13-3891-2069,OFF OLD CHURCH RD ,PART OF JEFFERSON EST,41400,0,41400,NEW KENT,VA,23124,,0.0,,,0.0,,,,,,,,,,,0.0,0.91,A1,,No road
156,158,164,E20-1401-2483,3100 MT PLEASANT RD ,ADJ BRADBY,65500,228600,294100,PROVIDENCE FORGE,VA,23140,2000-02-23 00:00:00,0.0,V,,2001.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,2076.0,1.32,A1,"Well,Septic,Electric",Paved
157,159,165,I12-0879-2767,6417 EMMAUS CHURCH RD ,ADJ FERBY,142200,50500,192700,NEW KENT,VA,23124,2013-09-12 00:00:00,0.0,I,,1959.0,Cottage,C--,Gable,Comp Shingle,Aluminum Sidin,Electric,None,Pine,2.0,1.0,888.0,2.3,A1,"Well,Septic,Electric",Paved
158,160,166,J27-2668-0971,16500 NEW KENT HW ,ADJ MILLS,69000,278500,347500,LANEXA,VA,23089,2020-10-08 00:00:00,312500.0,I,,1976.0,Modified Ranch,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Laminate,4.0,3.0,2371.0,0.9,A1,"Well,Septic,Electric",Paved
159,161,167,C24-0440-0102,1147 RIVERSIDE DR ,CHICKAHOMINY SHORES,60300,138700,199000,LANEXA,VA,23089,2013-04-30 00:00:00,0.0,I,,1980.0,Ranch,C,Gable,Comp Shingle,Aluminum Sidin,Gas,Unit/AC,Hardwood,3.0,1.0,1288.0,0.46,R1,"Well/Septic,Electric",Paved
160,162,168,L10-4013-3429,8836 SEDBERGH DR ,KENWOOD FARMS,55100,185100,240200,NEW KENT,VA,23124,,0.0,,,1980.0,Ranch,C,Gable,Dimen Shingle,Hardboard,Electric,Central,Hardwood,3.0,2.0,1928.0,0.72,R1,"Public Water,Septic,Electric",Paved
161,163,169,J09-3611-0155,5130 HEMLOCK RD ,WOODHAVEN SHORES,42000,106200,148200,NEW KENT,VA,23124,,0.0,,,1973.0,Ranch,C,Gable,Dimen Shingle,Aluminum Sidin,Electric,Unit/AC,Carpet,3.0,1.0,960.0,4.6e-05,R2,"Public Water,Septic,Electric",Paved
162,164,170,K10-1478-2939,7924 AIRPORT RD ,LIPSCOMB SUBD #24,65000,61400,126400,QUINTON,VA,23141,,0.0,V,,1973.0,Modular 1995 & Older,C--,Gable,Comp Shingle,Aluminum Sidin,Electric,Unit/AC,Hardwood,2.0,1.0,960.0,0.68,A1,"Public Water,Septic,Electric",Paved
